SearchName,Number,Transcript,Speaker,Line,LineEnd,MatchId,URL,Before Match,Text,After Match,Target word,Target word start,Target word end,Target orthography,Match segment,Target segment,Target segment start,Target segment end,Variant,Foll_seg,Morpho status
_^(l)$,1,CB10interview2.eaf,CB10,18.418,22.534,g_13;em_12_3409;n_67826-n_67828;p_10;#=es_1_35626;prefix=01-;[0]=ew_0_28649,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_28649,was,always,busy,always,21.677999999999997,21.888,always,$lw@z,l,21.708,21.738,Deleted,Cons,P
_^(l)$,76,CB10interview2.eaf,CB10,323.625,325.944,g_13;em_12_3562;n_67999-n_68001;p_10;#=es_1_37672;prefix=76-;[0]=ew_0_29690,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29690,the,blonde,curly,blonde,325.235,325.595,blonde,blQnd,l,325.295,325.335,Retained,NonC,nonpast
_^(l)$,77,CB10interview2.eaf,CB10,323.625,325.944,g_13;em_12_3562;n_67999-n_68001;p_10;#=es_1_37678;prefix=77-;[0]=ew_0_29691,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29691,blonde,curly,hair,curly,325.595,325.895,curly,k3lI,l,325.705,325.835,Deleted,NonC,P
_^(l)$,78,CB10interview2.eaf,CB10,329.721,333.832,g_13;em_12_3566;n_68006-n_68007;p_10;#=es_1_37721;prefix=78-;[0]=ew_0_29711,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29711,her,family,and,family,331.331,331.791,family,f{mlI,l,331.591,331.63100000000003,Deleted,Cons,P
_^(l)$,79,CB10interview2.eaf,CB10,329.721,333.832,g_13;em_12_3566;n_68006-n_68007;p_10;#=es_1_37728;prefix=79-;[0]=ew_0_29715,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29715,have,really,gotten,really,332.571,332.971,really,r7lI,l,332.771,332.861,Retained,NonC,P
_^(l)$,80,CB10interview2.eaf,CB10,329.721,333.832,g_13;em_12_3566;n_68006-n_68007;p_10;#=es_1_37735;prefix=80-;[0]=ew_0_29717,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29717,gotten,along,NA,along,333.531,333.731,along,@lQN,l,333.571,333.63100000000003,Deleted,NonC,P
_^(l)$,81,CB10interview2.eaf,CB10,342.019,343.685,g_13;em_12_3576;n_68012-n_68013;p_10;#=es_1_37787;prefix=81-;[0]=ew_0_29754,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29754,NA,she'll,be,she'll,342.209,342.349,she'll,SIl,l,342.319,342.349,Deleted,Cons,P
_^(l)$,82,CB10interview2.eaf,CB10,346.27500000000003,356.445,g_13;em_12_3578;n_68014-n_68016;p_10;#=es_1_37838;prefix=82-;[0]=ew_0_29787,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29787,her,last,year .,last,349.825,350.315,last,l#st,l,349.825,349.92499999999995,Deleted,NonC,nonpast
_^(l)$,83,CB10interview2.eaf,CB10,346.27500000000003,356.445,g_13;em_12_3578;n_68014-n_68016;p_10;#=es_1_37864;prefix=83-;[0]=ew_0_29795,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29795,didn't,really,think,really,352.97499999999997,353.265,really,r7lI,l,353.085,353.155,Deleted,NonC,nonpast
_^(l)$,84,CB10interview2.eaf,CB10,356.445,361.042,g_13;em_12_3579;n_68016-n_68017;p_10;#=es_1_37911;prefix=84-;[0]=ew_0_29810,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29810,mom,probably,middle,probably,356.635,357.485,probably,prQb@blI,l,357.385,357.415,Retained,Cons,nonpast
_^(l)$,85,CB10interview2.eaf,CB10,356.445,361.042,g_13;em_12_3579;n_68016-n_68017;p_10;#=es_1_37946;prefix=85-;[0]=ew_0_29822,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29822,you,really,should,really,359.775,360.065,really,r7lI,l,359.905,359.985,Retained,NonC,nonpast
_^(l)$,86,CB10interview2.eaf,CB10,361.54,368.49,g_13;em_12_3581;n_68018-n_68020;p_10;#=es_1_37978;prefix=86-;[0]=ew_0_29833,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29833,good,luck .,with,luck .,363.42,363.69,luck,lVk,l,363.42,363.53,Deleted,Cons,nonpast
_^(l)$,87,CB10interview2.eaf,CB10,361.54,368.49,g_13;em_12_3581;n_68018-n_68020;p_10;#=es_1_38006;prefix=87-;[0]=ew_0_29842,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29842,different,philosophy -,but,philosophy -,365.83,366.5,philosophy,f@lQs@fI,l,365.9,365.93,Retained,NonC,nonpast
_^(l)$,88,CB10interview2.eaf,CB10,368.49,373.925,g_13;em_12_3582;n_68020-n_68021;p_10;#=es_1_38037;prefix=88-;[0]=ew_0_29851,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29851,who,she'll,have,she'll,369.27,369.48,she'll,SIl,l,369.45,369.48,Retained,Cons,P
_^(l)$,89,CB10interview2.eaf,CB10,368.49,373.925,g_13;em_12_3582;n_68020-n_68021;p_10;#=es_1_38089;prefix=89-;[0]=ew_0_29866,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29866,I,certainly,will,certainly,373.28,373.8,certainly,s3tHlI,l,373.74,373.77,Retained,Cons,nonpast
_^(l)$,90,CB10interview2.eaf,CB10,374.405,375.725,g_13;em_12_3584;n_68022-n_68023;p_10;#=es_1_38094;prefix=90-;[0]=ew_0_29870,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29870,NA,help,her,help,374.68499999999995,374.875,help,hElp,l,374.74499999999995,374.8049999999999,Retained,Cons,nonpast
_^(l)$,91,CB10interview2.eaf,CB10,376.27,380.785,g_13;em_12_3586;n_68024-n_68025;p_10;#=es_1_38114;prefix=91-;[0]=ew_0_29879,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29879,cute,little,girl,little,376.92,377.0499999999999,little,lItP,l,376.92,376.95,Retained,NonC,nonpast
_^(l)$,92,CB10interview2.eaf,CB10,376.27,380.785,g_13;em_12_3586;n_68024-n_68025;p_10;#=es_1_38120;prefix=92-;[0]=ew_0_29880,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29880,little,girl,and,girl,377.1,377.2,girl,g3l,l,377.16,377.2,Retained,Cons,P
_^(l)$,93,CB10interview2.eaf,CB10,376.27,380.785,g_13;em_12_3586;n_68024-n_68025;p_10;#=es_1_38124;prefix=93-;[0]=ew_0_29882,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29882,and,like,I,like,377.47,377.64,like,l2k,l,377.47,377.52,Retained,NonC,nonpast
_^(l)$,94,CB10interview2.eaf,CB10,386.915,390.169,g_13;em_12_3589;n_68026-n_68028;p_10;#=es_1_38159;prefix=94-;[0]=ew_0_29916,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29916,I,like,to,like,387.335,387.545,like,l2k,l,387.335,387.375,Deleted,Cons,nonpast
_^(l)$,95,CB10interview2.eaf,CB10,386.915,390.169,g_13;em_12_3589;n_68026-n_68028;p_10;#=es_1_38174;prefix=95-;[0]=ew_0_29922,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29922,a,lot,of,lot,388.785,388.955,lot,lQt,l,388.785,388.865,Deleted,NonC,P
_^(l)$,96,CB10interview2.eaf,CB10,386.915,390.169,g_13;em_12_3589;n_68026-n_68028;p_10;#=es_1_38189;prefix=96-;[0]=ew_0_29927,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29927,my,family,I,family,389.545,389.925,family,f{mlI,l,389.835,389.865,Deleted,NonC,nonpast
_^(l)$,97,CB10interview2.eaf,CB10,390.467,396.794,g_13;em_12_3591;n_68030-n_68031;p_10;#=es_1_38235;prefix=97-;[0]=ew_0_29944,https://labb-cat.linguistics.pitt.edu/labbcat/transcript?ag_id=13#ew_0_29944,just,constantly,doing,constantly,395.317,395.997,constantly,kQnstHtlI,l,395.857,395.887,Deleted,NonC,nonpast
